Application_Domain,Application_Name,Project_Id,BRD_Req_ID,Req_Description,TC_ID,Test_case_summary,Test_case_description,TC_ID_Step,Test_Steps,Expected_results,Fun_ID,Impact_Fucntionality,Impacted_Component,Component_ID,DataSourceId,Impact_Table,Impact_Column,Precondition_Fucntionality,Precondition_Table,Precondition_Column,Keywords,Test_Data,TD_ID
Member,Omni,p12345,SSIS-001_2.1.1.a,Healthcare claims Submitted Electronically  to MMIS must conform to the ANSI X.12 standards for healthcare claims.,SSIS-001_2.1.1.a.TC1,Validate Healthcare Claims Submitted Electronically to MMIS  ,Verify electronically submitted claim meets ANSI X12 Standards ,SSIS-001_2.1.1.a.TC1_4,Validate identified message type against ANSI  X12 EDI 837,Claim EK5P5T25L01 details are stored,SSIS-001_2.1.1.a_F3,Claims Submission,component-5,1005,1068,Claims,"Claim_ID,Submission_EDI_Message_Type",Claim is sent to MMIS,Claims,"Claim_ID, Submission_EDI_Message_Type","claims, ANSI X12, Healthcare, MMIS","Claim_ID='EK5P5T25L1',Submission_EDI_Message_Type='837'",1083
Member,Omni,p12345,SSIS-001_2.1.1.a,Healthcare claims Submitted Electronically  to MMIS must conform to the ANSI X.12 standards for healthcare claims.,SSIS-001_2.1.1.a.TC2,Validate Healthcare Claims Submitted Electronically to MMIS  ,Reject duplicate electronic claim submissions,SSIS-001_2.1.1.a.TC2_1,Consume incoming electronic claim,Claim EK5P5T25L01 successfully reaches MMIS,SSIS-001_2.1.1.a_F1,Claims Consumption,component-2,1007,1067,Claims,"Claim_ID,Submission_EDI_Message_Type",Claim is sent to MMIS,Claims,Claim_ID,"claims, ANSI X12, Healthcare, MMIS","Claim_ID='EK5P5T25L1',Submission_EDI_Message_Type='837'",1083
Member,Omni,p12345,SSIS-001_2.1.1.a,Healthcare claims Submitted Electronically  to MMIS must conform to the ANSI X.12 standards for healthcare claims.,SSIS-001_2.1.1.a.TC2,Validate Healthcare Claims Submitted Electronically to MMIS  ,Reject duplicate electronic claim submissions,SSIS-001_2.1.1.a.TC2_2,Identify electronic claim ID and message type,Message type identified as EDI 837 and Claim ID identified as EK5P5T25L01,SSIS-001_2.1.1.a_F2,Claims Validation,component-2,1007,1068,Claims,"Claim_ID,Submission_EDI_Message_Type",Claim is sent to MMIS,Claims,"Claim_ID, Submission_EDI_Message_Type","claims, ANSI X12, Healthcare, MMIS","Claim_ID='EK5P5T25L1',Submission_EDI_Message_Type='837'",1083
Member,Omni,p12345,SSIS-001_2.1.1.a,Healthcare claims Submitted Electronically  to MMIS must conform to the ANSI X.12 standards for healthcare claims.,SSIS-001_2.1.1.a.TC2,Validate Healthcare Claims Submitted Electronically to MMIS  ,Reject duplicate electronic claim submissions,SSIS-001_2.1.1.a.TC2_3,Search Existing Claims with identified claim ID,Claim already exist in DB,SSIS-001_2.1.1.a_F2,Claims Validation,component-6,1006,1068,Claims,"Claim_ID,Submission_EDI_Message_Type",Claim is sent to MMIS,Claims,"Claim_ID, Submission_EDI_Message_Type","claims, ANSI X12, Healthcare, MMIS","Claim_ID='EK5P5T25L1',Submission_EDI_Message_Type='837'",1083
Member,Omni,p12345,SSIS-001_2.1.1.a,Healthcare claims Submitted Electronically  to MMIS must conform to the ANSI X.12 standards for healthcare claims.,SSIS-001_2.1.1.a.TC2,Validate Healthcare Claims Submitted Electronically to MMIS  ,Reject duplicate electronic claim submissions,SSIS-001_2.1.1.a.TC2_4,Validate identified message type against ANSI  X12 EDI 837,Claim submission rejected,SSIS-001_2.1.1.a_F3,Claims Submission,component-10,1002,1068,Claims,"Claim_ID,Submission_EDI_Message_Type",Claim is sent to MMIS,Claims,"Claim_ID, Submission_EDI_Message_Type","claims, ANSI X12, Healthcare, MMIS","Claim_ID='EK5P5T25L1',Submission_EDI_Message_Type='837'",1083
Member,Omni,p12345,SSIS-001_2.1.1.a,Healthcare claims Submitted Electronically  to MMIS must conform to the ANSI X.12 standards for healthcare claims.,SSIS-001_2.1.1.a.TC3,Validate Healthcare Claims Submitted Electronically to MMIS  ,Reject electronically submitted claims that do not meet ANSI X12 Standards,SSIS-001_2.1.1.a.TC3_1,Consume incoming electronic claim,Claim EK5P5T25L02 successfully reaches MMIS,SSIS-001_2.1.1.a_F1,Claims Consumption,component-2,1007,1067,Claims,"Claim_ID,Submission_EDI_Message_Type",Claim is sent to MMIS,Claims,Claim_ID,"claims, ANSI X12, Healthcare, MMIS","Claim_ID='EK5P5T25L2', Submission_EDI_Message_Type='897'",1084
Member,Omni,p12345,SSIS-001_2.1.1.a,Healthcare claims Submitted Electronically  to MMIS must conform to the ANSI X.12 standards for healthcare claims.,SSIS-001_2.1.1.a.TC3,Validate Healthcare Claims Submitted Electronically to MMIS  ,Reject electronically submitted claims that do not meet ANSI X12 Standards,SSIS-001_2.1.1.a.TC3_2,Identify electronic claim ID and message type,Message type identified as EDI 897 and Claim ID identified as EK5P5T25L02,SSIS-001_2.1.1.a_F2,Claims Validation,component-9,1003,1068,Claims,"Claim_ID,Submission_EDI_Message_Type",Claim is sent to MMIS,Claims,"Claim_ID, Submission_EDI_Message_Type","claims, ANSI X12, Healthcare, MMIS","Claim_ID='EK5P5T25L2', Submission_EDI_Message_Type='897'",1084
Member,Omni,p12345,SSIS-001_2.1.1.a,Healthcare claims Submitted Electronically  to MMIS must conform to the ANSI X.12 standards for healthcare claims.,SSIS-001_2.1.1.a.TC3,Validate Healthcare Claims Submitted Electronically to MMIS  ,Reject electronically submitted claims that do not meet ANSI X12 Standards,SSIS-001_2.1.1.a.TC3_3,Search Existing Claims with identified claim ID,Claim doesn't exist in DB,SSIS-001_2.1.1.a_F2,Claims Validation,component-4,1001,1068,Claims,"Claim_ID,Submission_EDI_Message_Type",Claim is sent to MMIS,Claims,"Claim_ID, Submission_EDI_Message_Type","claims, ANSI X12, Healthcare, MMIS","Claim_ID='EK5P5T25L2', Submission_EDI_Message_Type='897'",1084
Member,Omni,p12345,SSIS-001_2.1.1.a,Healthcare claims Submitted Electronically  to MMIS must conform to the ANSI X.12 standards for healthcare claims.,SSIS-001_2.1.1.a.TC3,Validate Healthcare Claims Submitted Electronically to MMIS  ,Reject electronically submitted claims that do not meet ANSI X12 Standards,SSIS-001_2.1.1.a.TC3_4,Validate identified message type against ANSI  X12 EDI 837,Claim submission rejected,SSIS-001_2.1.1.a_F3,Claims Submission,component-2,1007,1068,Claims,"Claim_ID,Submission_EDI_Message_Type",Claim is sent to MMIS,Claims,"Claim_ID, Submission_EDI_Message_Type","claims, ANSI X12, Healthcare, MMIS","Claim_ID='EK5P5T25L2', Submission_EDI_Message_Type='897'",1084
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC1,Electronic Remittance Advice Validation,Verify Electronic Remittance Advice meets ANSI X12 Standards ,SSIS-001_2.1.1.b.TC1_1,Cosume incoming ERA,ERA successfully reaches MMIS,SSIS-001_2.1.1.b_F1,ERA Consumption,component-6,1006,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X12","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='835",1085
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC1,Electronic Remittance Advice Validation,Verify Electronic Remittance Advice meets ANSI X12 Standards ,SSIS-001_2.1.1.b.TC1_2,Identify claim ID associated with ERA,Client ID associated with ERA is EK5P5T25L01,SSIS-001_2.1.1.b_F2,ERA Validation,component-3,1004,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X13","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='835",1085
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC1,Electronic Remittance Advice Validation,Verify Electronic Remittance Advice meets ANSI X12 Standards ,SSIS-001_2.1.1.b.TC1_3,Search Existing Claims using identified Claim ID for ERA data,ERA data does not exist for specified claim,SSIS-001_2.1.1.b_F2,ERA Validation,component-8,1009,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X14","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='835",1085
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC1,Electronic Remittance Advice Validation,Verify Electronic Remittance Advice meets ANSI X12 Standards ,SSIS-001_2.1.1.b.TC1_4,Validate Remittance Advice against ANSI  X12 EDI 835,ERA details are stored with identified claims record,SSIS-001_2.1.1.b_F3,ERA Submission,component-10,1002,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X15","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='835",1085
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC2,Electronic Remittance Advice Validation,Reject duplicate electronically submitted Electronic Remittance Advice,SSIS-001_2.1.1.b.TC2_1,Cosume incoming ERA,ERA successfully reaches MMIS,SSIS-001_2.1.1.b_F1,ERA Consumption,component-8,1009,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X12","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='835",1085
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC2,Electronic Remittance Advice Validation,Reject duplicate electronically submitted Electronic Remittance Advice,SSIS-001_2.1.1.b.TC2_2,Identify electronic claim ID associated with ERA,Client ID associated with ERA is EK5P5T25L11,SSIS-001_2.1.1.b_F2,ERA Validation,component-6,1006,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X13","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='835",1085
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC2,Electronic Remittance Advice Validation,Reject duplicate electronically submitted Electronic Remittance Advice,SSIS-001_2.1.1.b.TC2_3,Search Existing Claims using identified Claim ID for ERA data,ERA data already exist for specified claim,SSIS-001_2.1.1.b_F2,ERA Validation,component-3,1004,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X14","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='835",1085
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC2,Electronic Remittance Advice Validation,Reject duplicate electronically submitted Electronic Remittance Advice,SSIS-001_2.1.1.b.TC2_4,Validate Remittance Advice against ANSI  X12 EDI 835,ERA submission is rejected,SSIS-001_2.1.1.b_F3,ERA Submission,component-8,1009,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X15","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='835",1085
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC3,Electronic Remittance Advice Validation,Reject electronically submitted Electronic Remittance Advice that do not meet ANSI X12 Standards,SSIS-001_2.1.1.b.TC3_1,Cosume incoming ERA,ERA successfully reaches MMIS,SSIS-001_2.1.1.b_F1,ERA Consumption,component-8,1009,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X12","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='566",1086
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC3,Electronic Remittance Advice Validation,Reject electronically submitted Electronic Remittance Advice that do not meet ANSI X12 Standards,SSIS-001_2.1.1.b.TC3_2,Identify electronic claim ID associated with ERA,Client ID associated with ERA is EK5P5T25L01,SSIS-001_2.1.1.b_F2,ERA Validation,component-4,1001,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X13","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='566",1086
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC3,Electronic Remittance Advice Validation,Reject electronically submitted Electronic Remittance Advice that do not meet ANSI X12 Standards,SSIS-001_2.1.1.b.TC3_3,Search Existing Claims using identified Claim ID for ERA data,ERA data does not exist for specified claim,SSIS-001_2.1.1.b_F2,ERA Validation,component-10,1002,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X14","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='566",1086
Member,Omni,p12345,SSIS-001_2.1.1.b,Electronic remittance advice (notification of Payment or rejection of claims) from MMIS must be in the format specified by ANSI X12 for remittance advice.,SSIS-001_2.1.1.b.TC3,Electronic Remittance Advice Validation,Reject electronically submitted Electronic Remittance Advice that do not meet ANSI X12 Standards,SSIS-001_2.1.1.b.TC3_4,Validate Remittance Advice against ANSI  X12 EDI 835,ERA submission is rejected,SSIS-001_2.1.1.b_F3,ERA Submission,component-4,1001,1069,Claims,"Claim_ID, Remittance_EDI_Message_Type",ERA is sent to MMIS,Claim,"Claim_ID, Remittance_EDI_Message_Type","claims, Electronic, Remittance, Advice, MMIS, ANSI X15","Claim_ID='EK5P5T25L3', Remittance_EDI_Message_Type='566",1086
